Caffeine_Intake_mg,Bedtime_Consistency,Caffeine_Stress_Interaction,High_Caffeine,Caffeine_Intake_mg^2,Caffeine_per_Stress,Sleep_Efficiency,Sleep_Quality_Group_High,Sleep_Quality_Group_Low,Sleep_Quality_Group_Medium,Sleep_Quality_Score
-0.43236933713970904,0.6570370164620752,298.31630394117707,0.0,11582.93222039873,28.533582895415094,4.638288663183913,0.0,1.0,0.0,1.0
-0.4639217241389279,0.1444638075259597,391.2282839729564,0.0,10953.420285299631,22.08854655914063,6.209422483830747,0.0,1.0,0.0,1.0
-1.5774918427454514,0.642949129977789,0.0,0.0,0.0,0.0,68.79591699867534,1.0,0.0,0.0,10.0
-0.3327047551092822,0.4532551884296549,456.7337674989098,0.0,13686.8895955318,23.85619521451895,10.331531486010284,0.0,1.0,0.0,1.0
0.798244124450513,0.6414915421728762,1020.7823325834514,1.0,49855.25708628936,40.074471541064284,8.334829686800637,0.0,1.0,0.0,1.0
-1.3372742285475665,0.6553863384709657,150.68445933848056,0.0,509.711360565544,2.9418659286123288,39.14888957505981,1.0,0.0,0.0,7.1221526672184945
1.1341003454644876,0.8215830122238315,1110.5476778513826,1.0,64947.638227058545,47.56688970851181,8.229054434126455,0.0,1.0,0.0,1.0
0.5375057518234978,0.7706907295242407,363.5140394260382,1.0,39512.487393368734,70.27046626195016,5.179044016592451,0.0,1.0,0.0,1.0
-0.7627140998878298,0.7693143325220593,557.4885325221273,0.0,5863.986051795121,9.24823827074759,21.981967020656644,0.0,1.0,0.0,2.4092370548842656
-0.13207583342285575,0.7887340638332476,451.8027538524898,0.0,18454.417262314408,31.40376729920489,6.793313022273182,0.0,1.0,0.0,1.0
1.7191306422836372,0.5582757969631892,1512.7739478500632,1.0,95995.98023704,52.66962440756814,7.359545716891244,0.0,1.0,0.0,1.0
0.7990088568371656,0.5064370174073679,1316.2460344985277,1.0,49887.35835216833,32.40278768276352,9.488694971313285,0.0,1.0,0.0,1.0
0.027857901595201576,0.6745634166356669,814.6256147757737,1.0,22764.281172878127,23.577615046823716,5.569254647123625,0.0,1.0,0.0,1.0
-0.23438359935026204,0.6464161902866045,907.3985609347958,0.0,15934.434082786223,15.41599077894854,5.404322722330513,0.0,1.0,0.0,1.0
0.1000243206607497,0.4381867526523479,939.344675355406,1.0,24856.961610304465,22.658919889824165,6.624601010480992,0.0,1.0,0.0,1.0
-0.5260056906685086,0.5809646817616536,323.8827181188322,0.0,9766.112654108549,23.103774924042945,13.45828404011022,0.0,1.0,0.0,1.4858606227661448
-1.5774918427454514,0.4929807066430811,0.0,0.0,0.0,0.0,47.40982941719686,1.0,0.0,0.0,9.08063646377252
2.1913946935220086,0.3292134183079888,1908.7616954902455,1.0,125470.24349880192,55.44471094187178,3.251766602834147,0.0,1.0,0.0,1.0
